"id","trust","fear","negative","sadness","anger","surprise","positive","disgust","joy","anticipation","realFAKEcat"
"465928","485373021348052994",1,1,1,0,0,0,1,1,0,1,"real"
"1345062","587610697011486720",0,0,0,0,0,0,1,0,0,0,"real"
"1375604","588768030013923330",0,0,0,1,0,1,1,0,1,1,"real"
"415252","470986042141851648",1,1,0,0,0,0,2,0,1,1,"real"
"986910","567858751740338176",0,0,1,0,0,1,1,1,1,1,"real"
"986126","567800047292706817",0,0,0,0,0,0,1,0,0,0,"real"
"826594","552300794767499266",0,0,0,0,0,0,0,0,0,1,"real"
"186054","350512283924971520",0,1,1,1,1,1,1,1,0,0,"real"
"455910","482596440674684928",2,0,1,1,0,0,1,0,0,0,"real"
"604993","516748749750562817",0,1,0,0,0,0,0,0,0,0,"real"
"184815","349654189107970048",0,0,2,1,0,0,1,1,1,1,"real"
"307758","431990528914112512",2,0,2,2,0,1,3,1,3,2,"real"
"1389042","589263288715862018",2,1,0,0,0,2,2,0,2,2,"real"
"176767","341921705402445825",0,0,1,0,0,0,0,0,0,1,"real"
"734371","539608302389579777",0,1,1,1,0,0,1,0,0,2,"real"
"435273","476882089887793152",0,1,1,1,0,1,1,0,0,0,"real"
"1318705","586498347453714432",1,0,0,0,0,0,1,0,0,0,"real"
"513865","498085200916905984",1,0,0,0,0,0,0,0,0,0,"real"
"1089690","574929416507297792",2,0,0,0,0,0,1,0,1,1,"real"
"1472486","592193775625109504",1,0,1,0,0,1,3,1,3,2,"real"
"201658","364791581376659456",1,0,0,0,0,0,1,0,0,0,"real"
"1202027","581241777472081920",1,0,0,0,0,0,1,0,0,0,"real"
"398543","465375364005376000",2,0,0,0,0,0,2,0,0,1,"real"
"1141977","578123403254624258",0,0,2,1,0,0,0,0,0,0,"real"
"265312","411099950962196482",0,0,0,0,0,0,1,0,0,1,"real"
"1457364","591680816876421120",0,0,0,0,0,0,1,0,0,0,"real"
"373203","457567463681454080",0,0,0,0,0,0,1,0,0,0,"real"
"1091864","575055999301632000",0,0,0,0,0,0,1,0,0,0,"real"
"794154","548061736939429889",2,0,0,0,0,1,2,0,2,1,"real"
"1308257","586037558695460864",1,0,1,1,0,0,0,0,0,0,"real"
"16363","224513837007765504",1,0,0,0,0,0,2,0,2,0,"fake"
"1042844","571848758171963392",1,1,1,1,1,0,1,0,1,1,"real"
"584119","512817101304647682",3,1,1,1,1,1,4,1,2,2,"real"
"1143000","578205771818651648",2,0,0,0,0,0,2,0,1,0,"real"
"1295102","585503613675507713",0,0,1,0,1,0,1,0,0,0,"real"
"717877","537090886505869312",0,0,1,0,0,0,0,0,0,0,"real"
"718383","537123662768271360",0,0,1,1,0,0,0,0,0,0,"real"
"201761","364861498499137537",0,0,0,0,0,0,1,0,1,0,"real"
"386712","461615085593833472",0,0,2,0,2,0,0,0,0,0,"real"
"1362233","588288193461530624",0,0,1,0,1,0,0,0,0,0,"real"
"460293","483842932160483329",0,0,0,0,0,0,1,0,0,0,"real"
"476670","488292889332432896",0,0,1,0,0,0,0,0,0,0,"real"
"894774","559938013380091904",2,0,1,0,0,1,2,0,1,1,"real"
"1413675","590212624303927296",1,0,1,1,0,1,1,0,1,1,"real"
"438149","477642548974870528",0,0,0,0,0,0,1,0,1,0,"real"
"776327","545584527498686464",0,1,0,0,0,0,1,0,0,0,"real"
"841392","554066497685839872",0,0,1,0,1,0,0,1,0,0,"real"
"1185754","580535231163318273",0,0,0,1,0,0,0,0,0,0,"real"
"1353547","587937604613574656",0,1,1,1,1,0,0,1,0,1,"real"
"623466","520217379037401088",0,1,1,1,0,1,0,0,0,0,"real"
"326635","440268704769536000",0,0,0,0,1,0,0,0,0,0,"real"
"1271212","584440642144567296",0,0,0,0,0,0,1,0,1,0,"real"
"1228877","582534467639635968",0,0,1,0,0,0,0,1,0,0,"real"
"921836","562412089923620864",0,1,0,0,0,1,2,0,1,0,"real"
"285643","421813786597945344",0,1,0,0,0,0,0,0,0,0,"real"
"627811","521122210090876928",1,0,1,0,1,0,0,0,0,0,"real"
"1254083","583648323577470976",0,0,2,1,0,0,0,2,0,0,"real"
"920127","562284691047215104",0,0,0,0,0,0,1,0,1,1,"real"
"1371539","588596559769546753",0,0,0,0,0,0,1,0,0,0,"real"
"335842","443964956497551361",0,0,0,0,0,0,1,0,0,0,"real"
"131079","287763190413148160",1,0,0,0,0,0,1,0,1,1,"real"
"624725","520452334782918656",0,0,1,1,0,0,0,0,0,0,"real"
"519171","499397613700272128",0,0,0,0,0,0,0,0,1,0,"real"
"520776","499755110843813888",0,0,1,0,1,0,0,0,0,0,"real"
"647337","524697410594152449",1,0,0,0,0,1,1,0,0,0,"real"
"1376406","588792669679263744",0,0,1,0,0,0,1,0,1,1,"real"
"1453248","591539687111716864",0,0,0,0,0,0,2,0,0,0,"real"
"134166","291976585983184897",1,0,0,0,0,0,1,0,1,1,"real"
"267301","412371268906659840",1,0,1,1,0,0,1,0,0,1,"real"
"49653","314943853603987456",0,0,1,0,0,0,2,0,1,0,"fake"
"509734","497058343903846400",0,0,1,0,1,0,0,0,0,0,"real"
"495317","493257151339433984",0,0,0,0,0,0,2,0,2,0,"real"
"111889","2577319314",0,0,1,1,0,0,0,0,0,0,"real"
"277963","418107029815693312",0,1,3,2,1,0,1,1,0,0,"real"
"384159","46094246108872706",0,1,2,1,2,1,0,0,0,0,"real"
"670398","528926125159104513",1,0,0,0,0,0,1,0,0,0,"real"
"424569","473827676117934081",0,0,0,0,0,0,2,0,1,1,"real"
"1478498","592408734237728770",1,0,0,0,0,0,1,0,0,0,"real"
"1313214","586275755602137089",0,0,1,1,1,0,1,0,1,2,"real"
"1002804","569178228864102400",0,0,0,1,0,1,1,0,1,1,"real"
"746552","541396274092986370",0,1,2,2,0,0,0,0,0,1,"real"
"112195","258263912796008448",1,2,3,0,2,0,0,0,0,0,"real"
"638002","522942266525356032",0,0,0,0,1,0,0,0,0,0,"real"
"48728","313894571237068800",0,1,0,0,0,0,0,0,0,0,"fake"
"376353","458594060710998016",0,1,1,1,1,0,1,0,0,0,"real"
"152484","316563219575631872",1,0,0,0,0,0,1,0,1,1,"real"
"1143910","578260164697985024",3,0,0,0,0,0,6,0,0,2,"real"
"414896","470812714567479296",1,0,1,0,1,0,1,1,1,1,"real"
"465510","485225976276586496",3,1,2,1,1,0,2,0,1,1,"real"
"1024520","570659213531176961",1,0,0,0,0,0,1,0,0,0,"real"
"419823","472377397585518592",3,1,1,1,0,1,2,0,2,2,"real"
"172032","337303731647426561",0,0,0,0,0,0,1,0,0,0,"real"
"1542665","870713685",0,1,1,0,0,0,1,0,0,0,"real"
"359331","452540235210321920",0,0,0,0,0,0,1,0,1,1,"real"
"76836","169921970614439936",0,0,2,0,1,0,0,1,0,0,"real"
"608586","517379878195585024",1,0,0,0,0,0,1,0,1,0,"real"
"1099950","575525662724849664",1,0,0,0,0,1,1,0,1,1,"real"
"1187616","580616680986013696",0,0,1,0,1,0,0,1,0,0,"real"
"1115868","576562495411744768",1,1,2,1,2,1,1,1,0,1,"real"
"457945","483288748923183104",1,0,0,0,0,1,1,0,0,0,"real"
"1221289","582207538726350848",1,0,0,0,0,0,2,0,1,1,"real"
"1406400","589936376038076416",0,0,0,0,0,1,0,0,0,0,"real"
"1458206","591712795483242496",0,1,0,0,0,0,0,0,0,1,"real"
"354713","450882440945737728",1,0,1,1,0,0,1,0,1,1,"real"
"177805","342836254536265729",1,0,1,0,0,0,2,0,1,0,"real"
"732110","539257881967984642",0,0,2,0,0,0,0,0,0,0,"real"
"238590","393936648838197248",1,0,0,0,0,0,1,0,1,1,"real"
"928871","563020616950116353",0,1,1,1,1,1,1,1,1,0,"real"
"700781","534344436570791936",1,0,0,0,0,0,1,0,0,0,"real"
"559889","508360478905470976",0,0,1,0,0,0,2,1,0,0,"real"
"1202927","581274374415712258",1,0,2,1,1,1,1,0,1,1,"real"
"879679","558330990767374336",1,0,1,0,1,0,1,1,0,0,"real"
"1469722","592105313995743236",0,1,1,1,0,0,0,0,0,0,"real"
"1283519","584977986232811520",0,0,1,0,1,0,1,0,1,1,"real"
"1474423","592270152198189056",1,0,0,0,0,0,1,0,1,1,"real"
"329379","441328051805499392",1,0,0,0,0,0,0,0,0,0,"real"
"835762","553369014236221440",0,1,1,1,1,0,1,0,0,0,"real"
"1193339","580887082547224577",2,2,2,1,3,1,1,2,1,1,"real"
"503486","495362070712709121",1,0,2,1,2,1,1,1,1,1,"real"
"564201","509209389933133824",1,0,0,0,0,0,2,0,2,2,"real"
"470848","486722782932131840",1,0,0,0,0,0,1,0,1,1,"real"
"659234","526936941162270720",0,1,1,1,1,0,0,1,0,0,"real"
"907504","561188866988998656",1,0,1,0,0,0,0,0,0,0,"real"
"662297","527467390880460800",0,0,1,0,0,0,0,0,0,0,"real"
"932014","563256417608425472",0,0,0,0,0,0,2,0,1,0,"real"
"1177867","580134312550342656",1,0,0,0,0,0,1,0,0,1,"real"
"481120","489494276603396096",0,1,1,2,1,0,1,1,1,2,"real"
"329564","441394555976679424",0,1,1,1,1,0,1,0,0,0,"real"
"824777","552079689289060352",1,0,0,0,0,0,1,0,0,0,"real"
"673314","529450394368626688",3,0,1,1,0,1,2,0,1,0,"real"
"232479","389598537064783872",1,0,0,0,0,0,2,0,1,0,"real"
"1035150","571288987370811393",0,1,1,1,1,1,0,0,0,0,"real"
"873147","557661358339420163",1,1,0,0,0,0,1,0,1,1,"real"
"803675","549501576360898561",0,0,1,0,0,0,2,0,0,0,"real"
"802903","549401298668228608",0,0,3,0,0,0,0,0,0,0,"real"
"141461","302016706077933568",1,0,0,0,0,0,3,0,1,0,"real"
"861859","556353180569587712",0,0,1,0,1,0,0,1,0,0,"real"
"245317","398442140218306561",1,0,0,0,0,1,2,0,2,0,"real"
"38219","297690496153829376",0,0,0,0,0,0,1,0,1,0,"fake"
"1235608","582777277169025027",1,0,0,0,0,0,1,0,1,1,"real"
"1322962","586688937910931456",0,1,1,0,0,0,1,0,0,0,"real"
"1045141","572027557622620160",0,0,0,0,0,0,2,0,0,0,"real"
"1019885","570333414018019329",1,2,2,1,1,1,2,1,0,1,"real"
"1127000","577283032316583936",0,1,0,1,1,1,2,1,1,0,"real"
"1277220","584727023865634816",2,0,0,0,0,0,2,0,0,0,"real"
"140358","300755050563792896",1,0,1,1,0,0,1,0,0,0,"real"
"450406","481055632573730816",0,0,0,0,0,0,1,0,0,0,"real"
"218981","379176615453802496",0,0,0,0,0,1,2,0,1,1,"real"
"1372667","588656760371580929",0,0,0,0,1,1,1,0,0,0,"real"
"749637","541789473894592513",0,1,2,1,1,0,0,0,0,0,"real"
"1360795","588212770463690752",0,0,0,0,0,1,1,0,1,0,"real"
"487920","491370800206077952",0,1,1,0,1,0,0,0,0,0,"real"
"418906","472087858967109632",3,0,2,0,0,1,0,0,0,2,"real"
"764333","5439342081",0,0,0,0,0,0,0,0,0,2,"real"
"987658","567910735239602177",1,0,0,0,0,0,1,0,0,0,"real"
"540479","504134030137524224",0,0,0,0,1,0,0,0,0,0,"real"
"881037","558453914048413696",0,1,1,1,1,0,0,1,0,0,"real"
"264210","410535688174460930",1,0,1,0,1,1,1,0,0,1,"real"
"1397944","589628705414189058",2,0,0,1,0,1,3,1,3,3,"real"
"1188917","580723700091232256",1,0,0,0,1,0,1,0,0,1,"real"
"286671","422449178761904129",1,0,1,0,0,1,3,1,2,2,"real"
"1282531","584930218537680896",1,0,0,0,0,0,0,0,0,0,"real"
"174939","340193635947667456",0,0,0,0,0,0,0,0,0,1,"real"
"1100938","575615024808337408",0,0,0,0,0,0,1,0,0,0,"real"
"291184","424728771019538432",3,0,0,0,0,0,2,0,1,0,"real"
"1328759","586959154121551872",0,0,1,1,1,0,0,0,0,0,"real"
"210774","372317133444612096",1,1,1,1,1,0,0,1,0,0,"real"
"465975","485404410403495936",0,0,1,0,0,0,0,0,0,1,"real"
"1092487","575086589598027776",1,0,0,0,0,0,1,0,1,1,"real"
"1227404","582430809342099456",1,0,0,0,0,0,3,0,0,0,"real"
"1195878","580959058393370624",0,0,0,0,0,0,1,0,1,0,"real"
"3898","46879647178309632",0,0,0,0,0,0,1,0,1,1,"fake"
"112421","258435895563264000",1,1,2,1,1,0,1,1,0,0,"real"
"1531249","593954724090482688",1,1,0,1,1,0,2,1,1,0,"real"
"550489","506311081615048704",0,0,0,0,0,0,1,0,1,0,"real"
"1355474","588024830655619072",1,0,0,0,0,0,1,0,0,0,"real"
"1211502","581698214182580224",0,0,1,0,0,0,1,1,1,0,"real"
"1395716","589539973637939200",1,0,0,0,1,1,1,0,1,1,"real"
"163387","328630400148709377",0,0,0,0,0,0,1,0,0,1,"real"
"725213","538127005443973120",1,0,0,0,0,0,1,0,0,0,"real"
"1382898","589029469106507776",0,1,0,0,0,0,1,0,0,0,"real"
"115821","263609661582897153",0,1,1,1,1,0,2,1,1,1,"real"
"751510","542043728001916928",1,0,0,0,0,0,1,0,1,1,"real"
"528958","501830891870892032",0,0,1,0,0,0,0,0,0,0,"real"
"1422523","590526665282887682",0,1,1,1,1,0,0,1,0,0,"real"
"175099","340326083075399680",0,0,0,0,0,0,1,0,0,0,"real"
"837083","553510608746713088",1,0,0,0,0,0,2,0,1,1,"real"
"1469431","592093254121721856",1,2,2,2,2,1,0,1,0,0,"real"
"891824","559639566924001281",0,0,0,0,0,0,0,0,0,1,"real"
"1065954","573343802020134912",1,0,0,0,0,0,1,0,0,1,"real"
"745529","541261723869515776",1,0,1,0,1,0,1,1,1,0,"real"
"1467116","592018313053507584",0,0,0,0,0,0,0,0,0,1,"real"
"657866","526722399681511424",1,0,0,0,0,0,2,0,0,0,"real"
"1285066","585080877992009728",0,0,0,0,0,0,1,0,1,0,"real"
"797085","548524249942487040",0,0,0,0,0,0,0,0,0,1,"real"
"1170409","579760476063604736",0,0,2,1,1,0,0,2,0,0,"real"
"572406","510717677808402432",1,0,0,0,0,0,4,0,2,1,"real"
"292649","425371459016327168",1,0,1,0,1,0,1,0,0,0,"real"
"125567","279584600412520448",0,0,0,0,0,1,0,0,0,0,"real"
"975048","566882833143046144",0,0,0,0,0,0,1,0,1,0,"real"
"223541","383053142826680320",1,1,1,1,1,1,2,1,2,1,"real"
"349475","448995382907772928",0,0,0,0,0,0,1,0,0,0,"real"
"639673","523241195938783232",0,2,3,3,3,0,1,0,1,0,"real"
"726637","538369452224430080",0,0,0,0,0,0,1,0,1,0,"real"
"689700","532335476800098304",0,0,0,0,0,0,1,0,1,1,"real"
"1151993","578708725726363648",1,1,1,1,1,1,1,1,1,1,"real"
"284403","421120086314061824",1,0,1,0,0,0,0,0,0,0,"real"
"1082430","574436723465158657",0,2,2,2,2,0,0,0,0,0,"real"
"913831","561837946303553536",0,1,1,1,1,1,0,1,0,0,"real"
"562384","508876870943666176",0,0,1,0,0,0,0,0,0,0,"real"
"321049","437801174863855616",0,1,1,1,1,0,0,1,0,0,"real"
"446987","480006330850095104",0,1,1,1,1,0,0,1,0,0,"real"
"987929","567928413761064961",0,0,2,2,0,0,1,2,0,0,"real"
"244422","397880733303193600",0,0,0,0,0,1,0,0,0,0,"real"
"1291630","585328124784578560",1,0,0,0,0,0,0,0,0,1,"real"
"515779","498630675570765824",0,0,0,0,0,0,0,0,0,1,"real"
"1090836","575000288605564928",0,0,1,0,1,0,0,0,0,0,"real"
"461184","484068967762255872",1,0,1,0,0,1,1,0,1,1,"real"
"587808","513499266569232384",0,0,0,1,0,0,3,0,0,0,"real"
"963143","565893972841988096",0,0,0,0,0,0,1,0,1,0,"real"
"653764","525858698980110336",2,0,3,2,0,0,1,0,0,0,"real"
"562174","508830349103620096",1,0,0,0,0,1,2,0,2,2,"real"
"674177","529619937690931200",1,0,0,0,0,1,2,0,1,1,"real"
"1458774","591734422837166081",0,0,1,1,1,0,0,0,0,0,"real"
"1523528","593725749481316353",0,0,0,0,0,1,0,0,0,1,"real"
"271590","414584341105487872",1,1,0,0,0,0,1,0,1,2,"real"
"580479","512241730964701185",1,0,0,0,0,0,0,0,0,1,"real"
"820436","551569425464164352",0,1,1,0,0,0,0,0,0,0,"real"
"1196922","581003321835548672",0,0,1,0,1,0,0,1,0,0,"real"
"259061","407518593413169153",0,1,2,1,0,0,1,2,0,1,"real"
"10397","162860967284318208",1,0,0,0,0,0,1,0,0,0,"fake"
"762011","543519422908882944",1,0,0,0,0,0,1,0,0,0,"real"
"784399","546825434948587520",0,1,1,1,1,0,0,1,0,0,"real"
"1356229","588056114459185152",0,0,1,0,0,0,0,0,0,1,"real"
"620933","519702119721357312",0,0,1,1,0,0,0,0,0,0,"real"
"168405","333968423086333953",0,0,0,0,0,0,2,0,0,0,"real"
"336840","444397848931475456",0,0,0,0,0,0,1,0,0,0,"real"
"1142559","578176738540285952",1,0,0,0,0,0,2,1,0,1,"real"
"121575","273624649491959808",0,0,1,1,0,0,0,0,0,0,"real"
"1150248","578620914184646656",0,0,1,0,0,0,0,0,0,0,"real"
"275059","416481156196868097",0,1,1,1,1,1,0,1,0,0,"real"
"4277","51081171320324096",1,0,0,0,0,0,2,0,1,0,"fake"
"1015496","570031306391883776",0,0,0,0,0,0,1,0,0,0,"real"
"1461613","591816268602290177",0,0,1,0,0,0,0,0,0,0,"real"
"563158","509055472167428096",0,1,1,1,1,0,0,1,0,0,"real"
"26692","261809501966061568",1,0,1,0,0,0,1,0,1,1,"fake"
"1486116","592648016885993472",1,1,1,1,0,0,2,0,0,0,"real"
"1262236","584020368186216450",0,1,1,0,1,0,0,0,0,0,"real"
"1150345","578628723685134336",0,0,1,0,0,0,0,0,0,0,"real"
"1423834","590577049401720832",0,1,2,0,2,1,1,0,1,0,"real"
"327963","440717956800978944",0,0,2,0,1,0,0,1,0,0,"real"
"962901","565872046630895616",1,3,2,1,1,1,1,1,0,1,"real"
"1383156","589046144099082240",0,0,1,1,0,0,1,0,1,1,"real"
"907971","561230551718576128",1,0,4,2,1,0,2,1,1,1,"real"
"1432086","590858141258100737",0,0,0,0,0,0,1,0,0,0,"real"
"195207","358893500546289664",0,0,0,0,0,0,2,0,2,0,"real"
"680782","530728486504517632",0,0,0,0,0,0,1,0,0,0,"real"
"284149","421006217117712384",1,0,1,0,0,0,1,0,0,0,"real"
"952233","564987221460008960",1,0,0,0,0,0,1,0,1,0,"real"
"300428","429069745682280449",1,0,0,0,0,0,1,0,0,2,"real"
"616436","518919034289807361",0,0,1,0,1,0,0,1,0,0,"real"
"1397950","589628880329269249",0,1,1,1,1,0,0,0,0,0,"real"
"272052","414927069978447872",1,0,0,0,0,0,1,0,0,0,"real"
"955889","565307024339398657",0,0,0,0,0,0,0,0,0,1,"real"
"552077","506631094327070721",1,0,1,1,0,0,1,0,1,0,"real"
"1096385","575340669369126912",0,1,1,1,1,0,0,0,0,0,"real"
"239138","394297283073691649",0,0,0,0,0,0,0,0,0,1,"real"
"303881","430450272276455424",0,0,0,0,0,0,1,0,0,0,"real"
"649939","525126128273334274",1,1,0,0,0,0,1,0,1,1,"real"
"462634","484448056138399744",1,0,1,0,0,0,0,0,0,0,"real"
"338004","444869631422267392",0,0,0,0,0,0,1,0,0,0,"real"
"582986","512654802442919936",1,0,1,0,0,0,3,1,0,0,"real"
"258695","407238652688084992",1,0,0,0,0,0,3,0,0,0,"real"
"27747","264607718051037184",1,0,0,1,0,1,1,1,1,1,"fake"
"1472654","592199575911473152",0,0,0,0,0,1,1,0,1,1,"real"
"915207","561974833945120768",0,0,1,1,0,0,1,0,0,0,"real"
"258442","407041951054057473",0,0,1,0,0,0,0,0,0,0,"real"
"1074760","573902574195081216",0,0,0,0,0,0,1,0,0,1,"real"
"1453935","591572438518923265",0,0,1,0,1,1,0,0,0,0,"real"
"1198985","581107325420711936",0,0,0,0,0,1,1,0,1,1,"real"
"992666","568307446445256704",1,0,2,1,0,0,0,0,0,0,"real"
"793194","547953360800710659",1,0,0,0,0,1,2,0,2,0,"real"
"509398","496951135857831938",1,0,0,1,0,1,1,0,1,1,"real"
"34152","282609033075126272",1,0,0,0,0,2,1,1,1,1,"fake"
"1510608","593304560883486720",1,1,1,1,0,0,1,0,1,3,"real"
"898074","560272915506020354",1,0,0,0,0,0,1,0,0,0,"real"
"158519","323847851723612161",0,1,2,0,1,0,1,0,0,1,"real"
"191509","355744724516225025",0,0,3,0,2,0,1,0,0,0,"real"
"68070","1389899554",0,0,0,0,0,0,1,0,0,0,"real"
"24327","258227250078547968",1,0,0,0,0,0,0,0,0,0,"fake"
"1072192","573710284751179778",1,0,1,1,0,0,1,0,1,1,"real"
"1088658","574829087006437377",0,0,0,0,0,1,0,0,0,1,"real"
"1030057","571009242439688194",1,1,1,0,2,0,1,0,1,0,"real"
"177899","342906807418765313",0,1,2,1,2,0,0,1,0,0,"real"
"1236492","582820214741467136",0,0,0,0,0,0,1,0,1,0,"real"
"14719","219288483859140608",1,0,0,0,0,1,1,0,1,0,"fake"
"40615","302498733982093312",1,1,2,2,1,1,1,2,1,1,"fake"
"671251","529078576574783488",0,0,1,0,1,0,0,1,0,0,"real"
"1238623","582935863342039040",1,0,1,0,0,0,1,0,0,0,"real"
"16265","224083802237054976",0,0,1,1,1,0,0,1,0,0,"fake"
"379515","459560905538170880",1,0,0,1,0,0,2,0,0,0,"real"
"519091","499384179037978624",1,0,0,0,0,0,1,0,1,1,"real"
"1517402","593535390251814915",1,0,1,0,0,0,1,1,0,0,"real"
"1100972","575618556668194816",0,0,0,0,0,0,1,0,0,0,"real"
"475496","487946381181460481",1,0,1,1,0,0,1,0,1,0,"real"
"515095","498445675160297472",0,0,1,0,1,0,0,1,0,0,"real"
"261038","408747542114209792",1,0,0,0,0,0,1,0,0,1,"real"
"87339","200958230619365379",1,1,1,0,1,1,2,0,1,1,"real"
"711313","536125965793906688",0,0,0,1,0,0,1,0,1,0,"real"
"1160660","579226674396459009",0,0,0,0,0,0,1,0,0,0,"real"
"501429","494885233582686208",1,0,0,0,0,1,1,0,1,1,"real"
"563958","509181371655274496",0,0,0,0,0,0,1,0,0,0,"real"
"1191433","580818852432367616",0,0,0,0,0,0,2,0,1,0,"real"
"979008","567215041363972096",0,2,4,0,1,0,0,0,0,0,"real"
"750607","541911069665419265",0,0,0,0,0,0,2,0,0,1,"real"
"332162","442468313700900864",1,0,2,0,2,0,1,0,0,0,"real"
"188248","352657318271389696",0,1,1,1,1,0,1,0,0,0,"real"
"1280218","584850011063586816",1,0,0,0,0,0,2,0,0,0,"real"
"919502","562218510324367360",1,0,0,0,0,0,1,0,1,0,"real"
"1096880","575364134943985664",0,3,3,3,3,0,0,2,0,0,"real"
"642824","523880571467227136",0,1,0,0,0,0,3,0,0,1,"real"
"1213655","581833066470993920",1,0,0,0,0,0,1,0,0,0,"real"
"1304553","585900633108119553",0,1,1,0,0,0,0,0,0,0,"real"
"615088","518646901751549952",1,0,1,1,0,1,1,0,0,0,"real"
