"id","trust","fear","negative","sadness","anger","surprise","positive","disgust","joy","anticipation","realFAKEcat"
"332680","463137638677901312",0,2,1,0,1,0,0,1,0,0,"real"
"1008224","573395690568564736",1,0,1,1,1,1,3,0,3,2,"real"
"317429","458487387438325760",0,0,0,0,0,0,1,0,0,1,"real"
"357616","471300887801909249",1,0,0,0,0,0,0,0,0,0,"real"
"340827","465681227148963840",0,0,1,0,0,0,0,0,0,1,"real"
"619297","530217461321191424",0,0,1,1,0,0,0,1,0,0,"real"
"383781","478777215069331456",2,1,0,1,1,0,1,1,1,0,"real"
"292284","449538792865558529",0,1,1,0,1,0,0,0,0,1,"real"
"181999","395242484671860736",1,0,0,0,0,1,1,0,1,2,"real"
"1452921","593345635824177152",0,0,1,0,0,0,0,0,0,1,"real"
"1101164","579154318986641408",1,1,1,0,1,0,1,0,1,0,"real"
"769047","552447055369867264",1,0,0,0,0,0,0,0,0,0,"real"
"1074432","577653977178710016",0,0,1,0,0,0,0,0,0,0,"real"
"751741","550335133316677632",1,0,0,0,0,0,1,0,1,1,"real"
"318263","458775423879372800",1,0,0,0,0,0,2,0,1,1,"real"
"1032974","575043222805684224",0,1,2,1,2,1,0,1,0,0,"real"
"908915","566251670477082624",0,0,1,0,0,0,0,0,0,0,"real"
"351971","469370119999610881",0,0,1,0,0,0,0,0,0,2,"real"
"1233934","585391582209277952",0,1,1,1,1,0,0,1,0,0,"real"
"245327","430482936501391360",1,0,0,0,0,0,1,0,1,1,"real"
"734100","547905974195863552",1,0,0,0,0,1,1,0,1,1,"real"
"424765","490114251122806784",0,1,1,1,1,0,0,1,0,0,"real"
"530336","513734013068906496",1,1,1,1,1,0,1,1,0,0,"real"
"106641","330679210324676608",0,0,0,0,0,0,2,0,1,1,"real"
"292530","449632159834202113",1,0,0,0,0,1,2,0,1,1,"real"
"1231094","585264333472399360",1,0,0,0,0,0,0,0,0,0,"real"
"319756","459213949104574464",3,0,0,0,0,1,3,0,0,3,"real"
"1225581","585029485411475456",2,0,0,0,1,1,2,0,1,2,"real"
"406570","485163127211061248",0,1,2,0,2,0,0,2,0,0,"real"
"691588","541850501600407552",0,2,2,2,2,2,0,2,0,0,"real"
"1095997","578864440688320512",1,0,0,0,0,0,1,1,0,0,"real"
"522787","512391392086474752",0,0,0,0,0,0,1,0,1,0,"real"
"989118","572203859122233345",1,0,0,0,0,0,0,0,0,0,"real"
"1175950","582746598897225728",0,0,0,0,0,0,0,0,0,1,"real"
"525424","512814139933081600",1,1,1,1,0,0,2,1,1,1,"real"
"628773","531939232072208384",1,0,0,0,0,0,1,0,0,0,"real"
"1263658","586656735747686400",1,1,0,0,0,1,1,0,1,1,"real"
"1449053","593242630991020033",0,0,1,0,1,0,0,1,0,0,"real"
"1142500","581209399034662912",2,1,0,0,0,0,1,0,0,1,"real"
"149526","370313409784324099",1,0,0,0,0,0,1,0,0,0,"real"
"1122493","580289335817170944",0,0,0,0,0,0,1,0,0,0,"real"
"1325247","589078232076574720",2,0,0,0,0,2,2,0,2,1,"real"
"128196","351436127288303616",1,1,0,0,0,0,0,0,0,0,"real"
"438139","493675648066408448",1,0,0,0,0,2,2,0,1,1,"real"
"424132","489932417613189121",0,1,0,0,0,0,0,0,0,0,"real"
"177184","391963160103505920",1,2,3,2,3,0,1,2,0,0,"real"
"359841","471932040934215680",0,0,2,2,0,1,1,0,1,1,"real"
"775884","553232979586064384",0,0,1,0,0,0,0,0,0,1,"real"
"109317","333534032744820736",0,0,0,0,0,0,0,0,0,1,"real"
"87171","307908496131764226",0,0,0,0,0,0,1,0,1,0,"real"
"752756","550442549236613121",1,0,0,0,0,0,0,0,1,0,"real"
"904438","565889407392428032",0,0,0,0,0,0,1,0,1,0,"real"
"179678","393781001425805312",0,0,1,0,0,0,0,0,0,0,"real"
"1156055","581881625363013632",1,0,0,0,0,0,1,0,0,1,"real"
"785704","554388127721082881",1,0,0,0,0,0,0,0,0,0,"real"
"960664","570301263205818368",0,0,0,0,0,0,1,0,0,0,"real"
"909928","566331750058446848",0,0,1,1,1,0,0,2,0,0,"real"
"1299104","588114353586622465",0,0,0,1,0,0,1,0,0,0,"real"
"892857","564944952006680577",0,0,1,0,0,0,0,0,0,0,"real"
"1460610","593587196138913792",1,1,0,0,0,0,1,0,0,0,"real"
"1015853","573887763059118081",1,0,0,0,0,0,1,0,0,0,"real"
"1162544","582203727701901312",0,1,0,0,0,0,0,0,0,0,"real"
"1076432","577740193475641344",1,0,1,1,1,0,1,1,0,0,"real"
"252038","433267028606984192",2,0,0,0,0,0,3,0,0,0,"real"
"994373","572567222645760000",0,0,1,0,0,1,1,0,0,0,"real"
"184509","397022660666073088",1,0,0,0,0,0,1,0,0,0,"real"
"693850","542165238334771200",2,0,0,0,0,0,2,0,0,0,"real"
"1271080","586993434789081088",0,2,2,2,1,0,0,1,0,0,"real"
"995505","572622975792332800",1,0,0,0,0,0,1,0,1,1,"real"
"904406","565885245204217856",0,1,1,1,1,0,0,1,0,0,"real"
"978200","571394613895761920",1,0,0,0,0,1,4,0,2,2,"real"
"779285","553628942075457536",0,1,3,2,1,0,0,1,0,0,"real"
"309476","455805081992966145",2,0,0,0,0,0,2,0,2,1,"real"
"814915","557705747455557634",0,0,0,0,0,0,1,0,0,0,"real"
"895218","565132450091655169",0,0,1,0,0,0,0,0,0,0,"real"
"1078985","577907262615748608",1,0,1,0,0,0,2,0,1,1,"real"
"669976","538716560085377025",0,1,0,1,0,1,1,0,1,1,"real"
"877526","563609937046036480",1,1,1,1,1,1,1,1,1,1,"real"
"992033","572419482661994496",1,0,0,0,0,0,1,0,1,2,"real"
"665081","537914499198492673",1,0,0,0,0,0,1,0,0,1,"real"
"565723","520395610147782657",0,1,1,1,1,0,0,1,0,0,"real"
"947243","569409712522862592",1,0,0,0,0,0,1,0,1,1,"real"
"457918","498875900499218433",1,1,1,1,1,0,1,1,1,2,"real"
"663344","537704165666193409",0,0,2,1,1,0,1,1,0,0,"real"
"556292","518619977180778496",0,0,1,0,0,0,0,0,0,0,"real"
"1287942","587671065893146624",0,0,0,0,0,0,1,0,0,0,"real"
"745187","549542225747521536",0,0,1,0,1,0,0,0,0,0,"real"
"1321808","588916062143455233",0,0,1,0,0,0,0,0,0,0,"real"
"626153","531502914150629376",0,0,0,0,0,0,2,0,0,0,"real"
"178477","392874181441761280",0,0,0,0,0,0,1,0,1,0,"real"
"1240960","585660611796828160",0,0,2,0,0,0,0,1,0,0,"real"
"443156","494955655791267840",0,0,0,0,0,0,0,0,0,1,"real"
"359551","471842684210913280",1,0,2,0,0,0,1,0,0,0,"real"
"655842","536655467133403137",1,2,1,0,0,0,2,0,0,1,"real"
"1131723","580784435248807936",0,0,0,0,0,1,0,0,0,0,"real"
"210009","413116580835250176",1,0,0,0,0,0,1,0,0,0,"real"
"769311","552489991134531586",1,0,0,0,0,0,1,0,1,1,"real"
"940453","568876315140616192",0,0,1,0,0,0,0,0,0,0,"real"
"325264","460893604009877504",2,0,0,0,0,0,2,0,1,2,"real"
"44573","241265307707125761",0,0,0,0,0,0,1,0,0,0,"real"
"535464","514659521550368768",2,0,0,0,0,1,2,0,2,3,"real"
"1325923","589100715861114880",0,0,0,0,0,0,1,0,0,1,"real"
"1029823","574816681719001089",1,0,0,0,0,0,2,0,1,2,"real"
"437392","493500054674493440",0,0,0,0,0,0,0,0,0,1,"real"
"749063","550049596110434304",0,0,0,0,0,0,2,0,2,0,"real"
"76415","293237205059641344",0,0,1,0,0,0,0,1,0,0,"real"
"352059","469418824907751424",0,1,2,1,0,0,0,1,0,0,"real"
"1233767","585382533426061312",0,0,0,0,0,1,2,0,1,1,"real"
"960763","570307250507661316",0,0,2,1,1,0,2,0,1,0,"real"
"63484","274483889181974528",1,1,0,0,0,0,2,0,0,1,"real"
"1030291","574855096455929856",1,1,0,0,0,0,0,0,0,0,"real"
"319929","459278537640652800",1,0,0,0,0,0,2,0,0,2,"real"
"1416634","592314841412476928",0,1,0,0,1,1,1,0,1,0,"real"
"1194964","583626158576570368",1,0,0,0,0,0,1,0,0,0,"real"
"424964","490168204572884992",1,0,1,1,1,1,1,0,1,1,"real"
"570610","521419016670154752",1,0,1,0,0,0,0,0,0,0,"real"
"863637","562444291206033408",1,0,0,0,0,0,1,0,1,1,"real"
"1315251","588712406387396608",0,0,0,0,0,0,0,0,0,1,"real"
"777072","553367486276444160",0,0,0,0,0,0,0,0,0,1,"real"
"461138","499563031185985537",1,0,0,0,0,0,1,0,0,0,"real"
"1372094","590788244335267840",0,0,0,0,0,0,1,0,0,0,"real"
"838613","560204370072317952",1,0,0,0,0,0,0,0,0,0,"real"
"40068","230703259298451456",0,2,2,1,1,1,0,0,0,1,"real"
"698537","542837329237274624",0,0,1,0,0,0,2,0,0,0,"real"
"116563","340504409601617920",1,0,0,0,0,0,1,0,1,0,"real"
"238267","427547400614711297",1,0,0,0,0,0,1,0,0,0,"real"
"884991","564295503609749504",0,0,0,0,0,0,1,0,1,0,"real"
"296967","451208976722440192",0,1,0,0,0,0,0,0,0,1,"real"
"937396","568608441641668608",0,0,0,0,0,0,1,0,0,0,"real"
"1169771","582509121053687808",0,1,1,1,0,0,0,0,0,1,"real"
"867460","562759565159452672",0,1,1,1,1,1,1,0,0,0,"real"
"214154","415327939480145921",1,0,0,0,0,0,1,0,0,0,"real"
"1137077","580955014962761728",0,0,2,0,0,0,0,0,0,0,"real"
"920165","567203221425225728",1,0,0,0,0,0,1,0,1,1,"real"
"282113","445910979902058496",0,0,0,0,0,0,3,0,1,0,"real"
"1327138","589142535110549504",0,0,1,0,0,0,0,0,0,2,"real"
"69655","283707265926692865",0,0,1,1,0,0,2,0,0,0,"real"
"1181256","582986565862948864",0,0,0,0,0,0,1,0,0,0,"real"
"1183464","583080652758626304",0,0,1,0,0,0,0,0,0,0,"real"
"1320367","588873982285205505",0,0,0,0,0,0,1,0,1,0,"real"
"750506","550189897676759040",0,0,1,0,0,1,1,0,0,1,"real"
"1406374","591944253917429760",0,0,0,0,0,0,1,0,0,0,"real"
"865948","562639719579013120",0,0,0,0,0,2,1,0,1,1,"real"
"617545","5299319302",2,0,0,0,0,0,2,0,2,1,"real"
"1200162","583832759774420992",1,0,0,0,0,1,2,0,0,0,"real"
"656540","536728233040183297",0,0,2,0,0,0,0,0,0,0,"real"
"1311420","588552308927004672",1,0,1,0,0,1,1,0,1,1,"real"
"1139660","581075878676983808",0,0,0,0,0,1,1,0,1,2,"real"
"1076469","577742309627842560",0,0,1,0,0,0,0,0,0,0,"real"
"1145885","581338566808104960",0,0,1,0,0,0,0,0,0,2,"real"
"735837","548127883122978816",0,0,0,0,0,0,0,0,0,1,"real"
"352783","469641207077801985",1,0,0,0,0,0,1,0,1,1,"real"
"661914","537470440604577794",0,0,0,0,0,0,0,0,0,1,"real"
"1350948","590041928349011968",2,0,0,1,0,2,2,0,2,1,"real"
"665097","537916917399699456",0,0,0,0,0,0,1,0,1,0,"real"
"258979","436291016241717248",1,1,1,1,1,1,1,1,1,1,"real"
"169594","386502001724383232",0,0,0,0,0,1,2,0,2,1,"real"
"1257105","586364485805309953",0,0,0,0,0,0,0,0,0,2,"real"
"336328","464220463229456384",2,0,0,0,0,2,2,0,2,2,"real"
"1266709","586796796329865216",0,1,1,0,0,0,1,0,1,0,"real"
"1364496","590549673686994944",0,1,2,3,1,0,0,0,0,0,"real"
"499114","507891040750010368",2,0,0,0,0,0,2,0,2,2,"real"
"1127675","580559179435364352",1,0,0,0,0,0,1,0,0,0,"real"
"207761","411828403696709632",0,0,0,0,0,0,2,0,2,0,"real"
"1186886","583234914755047424",1,1,0,0,0,0,2,0,0,1,"real"
"1077949","577852139336159232",1,1,2,2,0,0,3,1,1,0,"real"
"509806","509943775175516160",0,0,0,0,0,1,0,0,0,1,"real"
"433769","492452551896621057",0,1,0,1,0,0,0,0,0,0,"real"
"1000210","572928841175330816",1,0,1,0,0,0,1,1,0,0,"real"
"281169","445576617365340160",1,0,0,0,0,0,0,0,0,1,"real"
"126202","349673376605945856",1,0,0,1,0,0,2,0,0,0,"real"
"274283","442798323137650688",0,1,2,0,1,0,0,1,0,0,"real"
"294564","450409455515992064",1,0,1,0,0,0,0,0,0,0,"real"
"1443646","593103555537448960",0,0,0,0,0,0,1,0,1,0,"real"
"62533","272884490739789824",0,1,1,1,1,1,0,1,0,0,"real"
"91424","313451463642845185",0,1,1,1,0,0,0,0,0,0,"real"
"1077285","577815783721549824",0,0,0,0,0,0,1,0,1,1,"real"
"1096151","578878454915022848",0,1,1,0,0,0,1,0,0,0,"real"
"633388","532738050552758272",1,1,1,0,1,0,1,0,0,0,"real"
"607546","528067806642716673",1,0,0,0,0,0,1,0,1,0,"real"
"562292","519703966909599745",1,1,0,0,0,0,1,0,1,1,"real"
"617548","529933307123728384",1,0,0,0,0,0,1,0,0,0,"real"
"309829","455915381815656448",2,0,1,1,0,0,0,0,0,0,"real"
"1481044","75119971860099072",0,0,0,0,0,0,1,0,1,1,"real"
"931300","568128344274956288",0,0,0,0,0,1,1,0,1,1,"real"
"51593","254821971945222144",0,1,1,1,0,0,2,0,0,0,"real"
"583181","523651616512421888",2,0,0,0,0,0,1,0,1,0,"real"
"553359","517983128103559168",0,0,0,0,0,0,1,0,0,0,"real"
"1482433","80635072214089728",0,1,0,0,0,0,2,0,0,1,"real"
"1381935","591109360513720320",0,0,0,0,0,0,1,0,0,0,"real"
"5771","12610418331",1,0,0,0,0,0,1,0,0,0,"real"
"790258","554840765650567170",2,0,1,1,1,1,2,0,1,1,"real"
"1069250","577324088764465152",2,1,1,1,1,0,3,2,1,1,"real"
"354155","470074219506577408",0,1,1,0,0,0,0,0,0,1,"real"
"493994","506793475757858816",1,0,0,0,0,0,1,0,0,0,"real"
"821986","558424518155173888",1,0,0,0,0,0,1,0,0,0,"real"
"1385915","591272756043325440",0,2,2,1,0,2,0,0,0,1,"real"
"1386570","591294882687352833",1,0,1,0,0,0,0,0,0,0,"real"
"696574","542550255519416321",1,1,1,1,1,1,1,1,1,0,"real"
"777449","553400442785255424",0,0,0,0,0,0,1,0,0,0,"real"
"106386","330383676275818496",1,0,1,1,0,0,2,0,2,1,"real"
"1045630","575835672973455360",0,0,1,0,0,0,0,0,0,1,"real"
"164737","382967171434835968",1,0,1,0,0,0,1,1,1,1,"real"
"877909","563670563441606660",0,0,1,0,1,0,1,1,0,0,"real"
"237217","426938499372044288",1,1,0,0,0,0,1,0,1,1,"real"
"322491","460113203197128705",2,2,1,1,2,0,2,0,2,1,"real"
"1262533","586608363154182145",0,0,0,0,0,0,0,0,0,1,"real"
"281425","445635899632926720",1,0,2,0,0,0,1,1,1,0,"real"
"1472725","593957240152956928",0,0,1,0,0,0,0,1,0,0,"real"
"1055101","576432305977319424",1,0,0,0,0,1,1,1,1,1,"real"
"1354000","590179634634883072",0,0,1,0,0,0,1,0,1,0,"real"
"1127132","580537363685855232",0,2,2,1,1,0,0,2,0,1,"real"
"377973","477226999404978176",1,1,1,0,1,0,0,0,0,0,"real"
"700265","543087194974334976",0,1,2,0,0,0,0,1,0,0,"real"
"904719","565913394491162624",1,0,0,0,0,1,1,0,1,1,"real"
"27587","197853541908484100",1,1,1,1,1,0,1,1,1,2,"real"
"1034214","575105913540993025",0,1,3,1,2,0,0,1,0,0,"real"
"920756","567261083203670016",1,1,1,1,1,1,1,0,1,0,"real"
"800351","555996703237873664",0,0,2,0,2,0,0,1,0,0,"real"
"283108","446312385125421056",2,1,2,1,1,1,1,1,0,0,"real"
"712990","544932976182968321",0,1,2,2,0,0,0,0,0,0,"real"
"824759","558710417124769793",2,0,0,0,0,0,1,0,0,0,"real"
"1326328","589113254456229888",0,1,0,0,0,0,0,0,0,1,"real"
"1374223","590884613150519296",0,0,1,1,0,1,0,0,0,0,"real"
"513558","510655686376947712",0,0,0,0,0,0,1,0,0,0,"real"
"1284598","587514171962474496",0,0,3,2,1,0,1,1,0,0,"real"
"921180","567322208049954816",0,1,2,2,1,0,0,1,0,0,"real"
"649156","535525566779121664",1,0,0,0,0,0,0,0,0,0,"real"
"67468","2804216243",0,0,0,0,0,0,1,0,0,0,"real"
"356913","471069945187430400",1,0,0,0,0,0,1,0,0,0,"real"
"789422","554772814059020290",1,0,0,0,1,0,1,0,0,1,"real"
"660439","537241294049783808",0,0,0,0,0,0,0,0,0,1,"real"
"53289","257850042415722497",1,0,0,0,0,0,2,0,2,1,"real"
"1275849","587198640831275009",1,0,1,1,1,0,1,1,0,1,"real"
"1005052","573233448548098048",0,0,0,0,0,0,1,0,0,0,"real"
"896435","565237683484901376",0,0,1,0,0,0,0,0,0,1,"real"
"232030","424459860344721409",4,0,1,1,1,1,3,0,2,2,"real"
"536642","514905370947747840",2,0,0,0,0,0,3,0,1,2,"real"
"1062829","576954728870973440",2,1,1,1,0,0,2,0,0,0,"real"
"360617","472205454873862145",1,0,2,1,0,1,2,0,2,2,"real"
"1261251","586550954205454336",1,0,0,0,0,0,1,0,0,0,"real"
"610230","528625466156924928",1,0,0,0,0,1,2,0,2,2,"real"
"1345048","589855026123710464",1,0,0,0,0,0,1,0,1,1,"real"
"504673","509091225157505024",4,0,0,0,0,1,4,0,4,1,"real"
"990662","572290336602525696",0,0,0,0,0,0,1,0,0,0,"real"
"588578","524679447359000576",0,0,1,0,0,0,0,0,0,0,"real"
"134390","356997946249707522",1,0,0,0,0,0,1,0,1,1,"real"
"241979","429140579683823616",1,1,2,1,1,0,1,0,1,1,"real"
"1478638","64969151571177472",0,0,1,1,1,0,1,0,1,0,"real"
"1290632","587766257207808000",0,1,0,0,0,0,0,0,0,1,"real"
"825251","558767191101681665",1,0,0,0,0,0,1,0,1,1,"real"
"1406884","591963267427209217",0,0,0,0,0,0,1,0,1,1,"real"
"1459942","593570197941846016",1,0,0,0,0,0,1,0,0,0,"real"
"364141","473313980405284865",0,1,1,0,1,0,0,0,0,1,"real"
"497985","507628733377679360",0,0,0,0,0,1,1,0,1,1,"real"
"1459521","593557686098112512",0,0,0,0,0,0,1,0,0,0,"real"
"667398","538239184410923008",0,0,1,0,0,0,1,0,0,1,"real"
"439130","493944445851537409",1,0,0,0,1,1,1,1,1,1,"real"
"1237606","585552370123309057",0,0,0,0,0,0,1,0,1,0,"real"
"1227766","585134826128338944",0,0,0,0,0,0,1,0,0,0,"real"
"99314","323143927689510912",0,2,3,3,2,0,0,2,0,0,"real"
"421036","489111054773792769",0,0,1,0,1,0,0,1,0,0,"real"
"959848","570242059682099200",1,2,2,2,1,2,0,0,0,0,"real"
"103974","327836538144706561",1,0,0,0,0,0,1,0,0,0,"real"
