"id","trust","fear","negative","sadness","anger","surprise","positive","disgust","joy","anticipation","realFAKEcat"
"17075","227625570165477376",0,0,0,0,0,0,1,0,0,0,"fake"
"40413","302272188155830272",1,0,0,0,0,0,1,0,1,0,"fake"
"48730","313897742072160256",1,0,0,0,0,0,1,0,1,1,"fake"
"54686","324260988805328896",0,1,0,0,0,0,0,0,0,2,"fake"
"2132","28519537847",0,0,0,0,0,0,1,0,0,0,"fake"
"11769","186960727892959232",1,1,0,0,0,0,1,0,1,1,"fake"
"7369","108890643945881600",0,0,0,0,0,0,1,0,1,0,"fake"
"54266","323447579302051840",2,0,0,0,0,0,3,0,1,2,"fake"
"26526","261629278087680000",0,0,0,0,0,0,1,0,0,0,"fake"
"46948","311269321949192192",0,0,0,0,0,0,0,0,0,1,"fake"
"30565","271064041705848832",0,0,0,0,0,0,3,0,0,0,"fake"
"16550","225140159438536704",1,0,1,0,0,0,1,1,0,0,"fake"
"48368","312956438622371840",0,0,0,0,0,0,1,0,0,0,"fake"
"31908","274481583640162304",1,0,0,0,0,0,1,0,1,0,"fake"
"46361","310612789267931136",1,0,1,0,0,0,1,0,1,0,"fake"
"14099","217727227452854272",2,0,0,0,0,0,3,0,1,0,"fake"
"2399","5914869429698560",1,0,0,0,0,0,1,0,1,0,"fake"
"1492","19489590071",0,0,1,0,0,0,0,0,0,0,"fake"
"36229","295162403958714368",0,0,1,0,0,0,0,1,0,0,"fake"
"48361","312941684101095424",0,0,0,0,0,0,1,0,0,0,"fake"
"7435","109681613176184832",1,0,0,0,0,0,0,0,0,0,"fake"
"44933","308146384639520768",0,1,1,1,0,0,0,0,0,0,"fake"
"19504","243629569834352640",1,0,0,0,0,0,1,0,0,1,"fake"
"24755","258789843058978816",1,0,0,0,0,0,1,0,1,1,"fake"
