"id","trust","fear","negative","sadness","anger","surprise","positive","disgust","joy","anticipation","realFAKEcat"
"862527","556474595557920768",0,0,1,1,0,0,0,0,0,0,"real"
"540739","504209137635319808",1,1,1,1,1,0,1,1,1,0,"real"
"872369","557583994217193472",0,0,1,1,0,0,0,0,0,0,"real"
"1331490","587063314473218048",1,0,0,0,0,1,4,0,4,2,"real"
"293252","425685703075176448",1,0,0,0,0,0,0,0,0,0,"real"
"931102","563192296464592896",0,1,1,1,1,0,1,1,1,0,"real"
"129730","285861960266944513",0,1,0,0,0,1,0,0,0,0,"real"
"298747","428305128815206400",0,0,0,0,0,0,1,0,1,0,"real"
"361575","453368214966116352",0,0,1,0,0,0,1,1,0,0,"real"
"63931","123792999539949569",0,1,1,0,0,0,0,0,0,0,"real"
"224134","383477213187694592",0,1,1,1,1,1,0,0,0,0,"real"
"295422","426713985266614272",2,0,0,0,0,1,2,0,1,1,"real"
"1220272","582159124156174336",1,0,0,0,0,0,0,0,0,0,"real"
"247280","399766786494959616",1,0,0,0,0,0,1,0,1,0,"real"
"529187","501872629322481665",1,1,0,0,0,0,1,0,0,1,"real"
"366469","455158735963320321",0,0,0,0,0,0,1,0,1,1,"real"
"415141","470948930088632320",2,0,1,0,1,0,1,1,0,0,"real"
"1114235","576463514564362240",3,0,0,0,0,0,3,0,2,0,"real"
"874850","557794159432859649",1,0,0,0,0,0,2,0,1,0,"real"
"630534","521635198015131648",0,0,1,0,0,0,0,0,0,1,"real"
"549279","506070487576117248",1,0,0,0,0,0,1,0,0,0,"real"
"1129942","577483115028987904",0,0,1,0,1,0,0,1,0,0,"real"
"1200130","581162492656689152",0,0,1,0,0,0,0,0,1,0,"real"
"89436","207162455607083009",1,1,1,1,0,0,1,0,1,0,"real"
"111101","25645385751",1,0,0,0,0,0,1,0,1,1,"real"
"411302","469597880085663745",1,1,1,1,1,1,1,1,1,1,"real"
"89013","205799675184422913",1,0,0,0,0,1,1,0,1,1,"real"
"922680","562471791361138688",0,0,0,0,0,0,0,0,0,1,"real"
"116903","265300816632631296",1,0,0,0,0,1,1,0,1,1,"real"
"1438281","591047544362393600",1,1,0,0,0,0,1,0,0,0,"real"
"1526098","593810142363262976",3,4,4,3,4,1,2,3,1,2,"real"
"738997","540315267155644416",1,0,0,0,0,1,1,1,1,1,"real"
"1481803","592513675103117312",0,1,1,0,1,0,0,0,0,0,"real"
"89425","207135151019409408",1,0,0,0,0,0,1,0,0,2,"real"
"1115263","576525415113601025",1,0,1,0,1,0,1,1,0,0,"real"
"387564","461898002416664576",1,0,1,0,1,0,1,0,0,0,"real"
"597199","515238752382222336",1,1,1,0,1,0,1,1,1,1,"real"
"790622","547634183657775104",0,0,0,0,0,0,1,0,0,0,"real"
"583690","512771514035216387",0,1,1,1,1,0,0,1,0,0,"real"
"74567","16247587761",0,0,0,0,0,0,1,0,0,0,"real"
"1439503","591079967493984256",0,3,2,2,0,1,1,2,1,1,"real"
"1431707","590840476825034752",2,0,1,0,1,2,3,0,2,2,"real"
"700769","534341396962877440",0,0,0,0,0,0,1,0,0,0,"real"
"787236","547206925944098816",0,1,1,1,1,0,0,1,0,0,"real"
"481552","489604245315153920",0,0,1,1,0,0,0,0,0,0,"real"
"259685","407910183394746368",1,0,0,0,1,1,1,0,1,1,"real"
"569835","510222923643490305",0,0,1,0,0,0,0,0,0,0,"real"
"1229826","582577830036295680",0,0,0,0,0,0,1,0,1,1,"real"
"731156","539141015089582081",1,0,0,0,0,0,2,0,2,1,"real"
"973648","566780289859350528",0,0,0,0,0,0,1,0,0,0,"real"
"643117","523937170541649921",1,0,0,0,0,0,2,0,1,0,"real"
"731","6714623674",0,0,0,0,0,0,1,0,0,0,"fake"
"544790","505073239090294785",0,0,0,0,0,0,1,0,1,0,"real"
"318813","436810904412241920",0,0,0,0,0,1,2,0,2,2,"real"
"557516","507782024044617728",1,0,0,0,0,0,1,0,1,0,"real"
"1297336","585594209828265984",0,0,0,0,0,0,1,0,1,1,"real"
"681677","530901022026104832",0,0,1,0,1,0,1,0,1,0,"real"
"1398703","589654200243458048",0,0,1,0,0,1,0,0,0,0,"real"
"1322949","586688545563226113",1,1,1,0,1,0,1,1,0,0,"real"
"1134954","577732737294942208",1,0,0,0,0,0,1,0,0,0,"real"
"1135263","577756467111014400",0,2,3,2,1,1,0,0,0,0,"real"
"241168","395593574403674112",1,0,0,0,0,0,1,0,1,0,"real"
"217564","377987312472178689",3,0,0,0,0,0,3,0,1,2,"real"
"233345","390219695669776384",0,0,0,0,0,0,2,0,0,0,"real"
"936785","563689993973923841",0,0,0,0,0,0,1,0,0,2,"real"
"1373561","588700909615460352",1,0,1,0,0,0,1,0,1,0,"real"
"438665","477789786091315200",1,0,0,0,0,0,1,0,1,1,"real"
"451675","481404184861097984",1,0,0,0,0,0,1,0,1,1,"real"
"525902","501160016293163009",0,1,1,1,1,1,1,0,0,0,"real"
"1427588","590691448829378560",0,0,0,0,0,0,0,0,0,1,"real"
"781820","546431891973210112",0,0,1,0,0,0,0,0,0,0,"real"
"369376","456216495056371712",1,0,0,0,0,0,0,0,0,0,"real"
"1467039","592015615805804546",2,0,0,0,1,1,2,0,1,1,"real"
"408694","468821840409133056",1,2,2,0,3,0,1,2,1,1,"real"
"170343","335621864284106752",1,0,0,0,0,0,3,0,0,0,"real"
"1072820","573744319024140289",0,0,0,0,0,0,1,0,1,0,"real"
"499599","494446820009861120",0,0,0,0,0,0,1,0,0,0,"real"
"588908","513723635182632961",0,0,0,0,0,0,1,0,1,1,"real"
"1004401","569296414632644608",1,1,1,0,1,0,0,0,0,0,"real"
"1057391","572847739987496961",1,1,3,0,2,0,1,1,1,1,"real"
"583192","512697513363517440",2,0,0,0,0,0,3,0,0,0,"real"
"1417787","590339593460785152",0,1,2,0,1,0,0,1,0,0,"real"
"997626","568765531622391808",1,0,0,0,0,0,1,0,1,0,"real"
"607461","517151683978481664",1,0,0,0,0,0,1,0,1,1,"real"
"98007","229020923452329985",0,0,0,0,0,0,1,0,1,1,"real"
"1208132","581532034968862720",0,1,1,0,1,0,0,0,0,0,"real"
"653412","525800771166547968",1,0,0,0,0,0,1,0,0,0,"real"
"1518352","593562571183157248",1,0,0,0,0,0,1,0,1,1,"real"
"550635","506345485662031872",1,0,0,0,0,0,0,0,0,1,"real"
"530088","502016153795829760",2,0,1,1,0,0,2,0,1,1,"real"
"726728","538388839027310593",2,0,0,0,0,0,3,0,0,0,"real"
"26234","261211606929780736",0,0,0,0,0,0,0,0,0,1,"fake"
"63751","1231525442",0,0,0,0,0,0,1,0,0,0,"real"
"1455222","591613037959716865",1,0,0,0,0,0,1,0,0,0,"real"
"280732","419355689497010176",0,2,2,2,1,2,0,0,0,0,"real"
"440765","478364795251335168",0,0,0,0,0,0,1,0,0,0,"real"
"1489922","592778561443995648",1,1,0,0,0,0,2,0,1,2,"real"
"884317","558808690916990976",0,0,0,0,0,1,1,0,1,1,"real"
"358093","452047267323604992",1,0,1,0,1,0,1,0,0,0,"real"
"348535","448650605918052352",1,0,0,0,0,0,1,0,0,0,"real"
"400707","466091616688558080",0,1,0,0,0,1,2,0,1,0,"real"
"1431480","590829118150692864",1,0,1,0,0,1,2,0,2,0,"real"
"1293036","585421324111187968",0,1,0,0,1,0,0,0,0,1,"real"
"235079","391398653228638209",0,0,2,1,0,0,0,0,0,0,"real"
"1296904","585574956408377344",1,1,1,1,1,1,1,0,0,0,"real"
"1194908","580932490509975552",0,0,0,0,0,0,1,0,1,0,"real"
"1281210","584891869449977856",0,0,1,0,0,0,1,0,0,0,"real"
"1461699","591818966114271232",0,0,0,0,0,0,1,0,1,0,"real"
"599513","515656796552179712",0,0,0,0,0,0,1,0,1,1,"real"
"1171504","579806111320129536",2,0,0,0,0,1,2,1,2,1,"real"
"891741","559626307886407680",1,0,1,0,0,0,1,0,1,1,"real"
"1241850","583070816159461376",1,0,0,0,0,0,1,0,0,0,"real"
"1255137","583697576828018688",1,0,0,0,0,0,1,0,0,0,"real"
"640153","523323410663755776",0,0,0,0,0,0,0,0,0,1,"real"
"455685","482531080864415744",0,0,0,0,0,0,1,0,1,1,"real"
"467164","485798867112177664",1,1,1,1,1,1,1,1,1,1,"real"
"694938","533253590383480834",1,0,0,0,0,0,1,0,0,0,"real"
"1392757","589433193381638144",0,0,1,0,0,0,1,0,1,0,"real"
"976610","567059555415117824",1,0,0,0,0,0,1,0,1,1,"real"
"1529642","593915804556464128",0,0,0,0,0,0,1,0,0,0,"real"
"189827","354328583486963713",1,0,0,0,0,0,1,0,1,1,"real"
"499360","494358217414033409",1,0,1,0,0,0,1,0,0,0,"real"
"241771","395989574234963968",0,0,0,0,0,0,1,0,1,1,"real"
"1075079","573922209225289728",0,0,0,0,0,0,0,0,0,1,"real"
"459522","483677804442046464",2,2,3,1,2,1,2,0,2,1,"real"
"1175972","580042032321728512",1,0,0,0,0,1,2,0,1,3,"real"
"217724","378160453454929920",2,2,1,1,1,1,2,1,1,1,"real"
"196767","360227200051589123",0,2,2,3,2,0,0,1,0,0,"real"
"854946","555541497718665216",1,0,0,0,0,1,1,0,1,1,"real"
"182739","347706364237316098",1,0,0,0,0,0,1,0,1,0,"real"
"490258","491946505599606784",1,0,1,0,0,0,2,0,2,0,"real"
"637679","522899805656190976",2,1,1,1,0,1,1,1,1,1,"real"
"806050","549810541041287168",0,0,0,0,0,0,1,0,0,0,"real"
"337984","444863849100222464",1,0,0,0,0,1,1,0,1,1,"real"
"15486","221618661679575040",0,0,0,0,0,0,0,0,0,1,"fake"
"857779","555878743525167104",2,1,0,0,0,0,1,0,1,1,"real"
"600741","515918653624025088",0,0,1,0,0,0,0,0,0,0,"real"
"453458","481870193476399104",1,0,0,0,0,0,1,0,1,1,"real"
"1486429","592663007878115330",0,0,0,0,0,0,2,0,1,1,"real"
"424230","473709482061864960",0,0,0,0,0,0,1,0,0,0,"real"
"630315","521571324678770688",0,0,0,0,0,0,1,0,1,0,"real"
"1080919","574341619140460544",0,0,0,0,0,0,1,0,1,0,"real"
"549751","506169043720876032",2,1,0,0,0,1,3,0,2,2,"real"
"1127209","577293095085031424",1,1,0,0,0,0,2,0,0,0,"real"
"939277","563910131356692480",0,0,0,0,0,0,1,0,0,0,"real"
"627728","521107973473452033",1,0,0,0,0,0,0,0,0,0,"real"
"1406719","589948109393821696",0,0,0,0,0,1,1,0,1,1,"real"
"1060941","573045251738247168",0,0,0,0,1,0,1,0,0,0,"real"
"872782","557627208152666113",0,1,2,0,1,0,1,1,1,0,"real"
"22150","254408687026835456",0,0,1,0,0,0,0,0,0,0,"fake"
"461441","484103680824590336",0,1,1,0,1,0,1,0,0,3,"real"
"776951","545671946755530752",1,0,0,0,0,0,1,0,1,0,"real"
"863786","556622052892106752",2,1,0,0,0,1,2,0,2,1,"real"
"637743","522910744485298176",0,0,0,0,0,0,1,0,0,0,"real"
"1361692","588253157521625088",1,0,0,0,0,0,0,0,0,0,"real"
"78403","175074711011729408",1,0,0,0,0,1,2,0,2,0,"real"
"810535","550346205742776320",1,0,0,0,0,0,1,0,0,0,"real"
"995632","568577134198988801",1,0,0,0,0,1,3,0,2,2,"real"
"671401","529098942613835776",1,0,0,0,0,0,1,0,1,2,"real"
"1428461","590714151217057792",1,0,0,0,0,0,1,0,0,0,"real"
"956261","565327721124093954",2,0,0,0,0,1,2,0,1,1,"real"
"1002422","569134011597004801",1,0,0,0,0,1,1,0,1,1,"real"
"1542860","88045428490252289",0,0,0,0,0,1,1,0,0,0,"real"
"24321","258212669532811264",1,0,0,0,0,0,1,0,0,0,"fake"
"540474","504133265070891008",1,2,2,2,2,2,2,0,1,1,"real"
"750059","541830913731330048",0,1,1,1,0,0,0,0,0,1,"real"
"1109879","576187815664304128",0,0,0,0,1,0,0,0,0,0,"real"
"902688","560695635696173056",1,0,0,0,0,0,1,0,0,0,"real"
"108017","250785104723603456",0,0,0,0,0,0,2,0,0,0,"real"
"1329484","586984785018359808",1,1,3,3,1,0,0,1,0,0,"real"
"1081402","574370911509307394",0,0,1,0,0,0,0,1,0,0,"real"
"153506","317670490653200384",0,0,0,0,0,0,2,0,1,1,"real"
"1539597","7471091088",0,0,0,0,0,0,0,0,0,1,"real"
"927246","562840544024731649",1,0,0,0,0,0,0,0,0,0,"real"
"400134","465928585749217281",0,0,0,0,0,1,0,0,0,0,"real"
"282170","420059295170830337",0,0,0,0,0,0,1,0,0,0,"real"
"1435156","590955062886797312",2,0,0,0,1,1,2,0,1,1,"real"
"206125","368569080208322560",0,1,1,1,0,0,0,0,0,0,"real"
"1507351","593236640539119616",1,0,0,0,0,1,1,0,1,1,"real"
"300484","429093348154961920",0,0,0,0,0,0,1,0,0,0,"real"
"239964","394731665307615233",1,0,0,0,0,0,0,0,0,0,"real"
"695828","533413968963174400",0,0,0,0,0,0,1,0,1,0,"real"
"622925","520074700106383360",0,0,1,1,0,0,0,0,0,0,"real"
"142135","302953534561849345",0,0,0,0,0,0,1,0,0,1,"real"
"77665","1729524522",0,0,0,0,0,0,1,0,0,0,"real"
"282698","420337590454476801",0,1,1,1,1,0,0,1,0,0,"real"
"1243495","583123211858083840",2,0,0,0,1,1,4,0,3,3,"real"
"281075","419577932957618176",1,0,0,0,0,0,1,0,1,0,"real"
"918206","562095763786723330",1,1,0,0,1,0,1,0,0,0,"real"
"1076403","574004466443116544",0,0,1,0,0,0,0,0,0,0,"real"
"1381505","588951572895301632",2,0,0,0,0,0,1,0,1,1,"real"
"1408362","589997935028342784",0,0,0,0,0,0,1,0,0,0,"real"
"414801","470784850543136768",1,0,1,1,0,1,2,0,1,0,"real"
"476437","488202295105318912",0,0,0,0,0,0,1,0,1,0,"real"
"1501908","593093058180345856",0,1,1,1,1,0,0,1,0,0,"real"
"734302","539598999037046784",0,0,0,0,0,0,1,0,1,1,"real"
"386327","461515725853581312",0,1,0,0,0,0,0,0,0,0,"real"
"933366","563397362291204096",1,0,0,0,0,0,5,0,0,0,"real"
"1020731","570389983615299584",0,0,1,0,0,0,0,0,0,0,"real"
"548707","505921890456961025",0,0,0,0,0,1,0,0,0,0,"real"
"1306742","585986850197676033",2,0,0,0,0,1,2,0,2,1,"real"
"1072551","573728063231561728",0,1,2,1,0,0,1,0,0,1,"real"
"1461539","591813211441201152",1,0,0,0,0,0,1,0,0,0,"real"
"1333671","587151556157407232",0,0,0,0,0,0,1,0,0,0,"real"
"579534","512069913758801920",2,1,1,1,1,1,2,0,2,3,"real"
"1258292","583812718819315712",2,0,0,0,0,0,1,0,1,1,"real"
"1100384","575560167145734144",2,0,0,0,0,0,1,0,1,1,"real"
"1145066","578311670562299904",0,1,0,0,0,0,0,0,0,0,"real"
"1274923","584579678729408512",0,0,1,0,1,0,0,1,0,0,"real"
"1268257","584317151445700608",0,0,3,0,1,0,1,1,0,0,"real"
"704103","534904818922311680",1,0,1,0,1,0,2,0,1,1,"real"
"46106","310300788918456320",1,0,1,0,0,0,2,0,0,1,"fake"
"24365","258235406687023104",1,0,0,0,0,0,2,0,1,1,"fake"
"593171","514527777337270274",1,0,0,0,0,0,1,0,1,1,"real"
"569458","510163222885040128",0,0,1,0,0,0,1,1,0,0,"real"
"484085","490270032455139328",0,0,1,0,0,0,0,1,0,0,"real"
"880815","558436097579941888",0,0,0,0,0,0,1,0,1,0,"real"
"357028","451690175761252352",2,1,0,0,0,0,1,0,0,0,"real"
"463596","484733575711825920",0,0,0,0,0,0,2,0,2,0,"real"
"57780","332917660213997568",0,0,0,1,0,0,1,0,1,0,"fake"
"1482424","592528499480469505",1,0,0,0,0,1,2,0,1,0,"real"
"1389942","589291938022428672",0,0,1,0,0,0,0,0,0,0,"real"
"776444","54560133895831553",2,0,0,0,1,1,2,1,1,1,"real"
"713401","53644553365897217",1,0,0,0,0,0,2,0,1,1,"real"
"1450902","591452979384856578",0,1,1,0,1,1,0,0,0,0,"real"
"785326","546932309513879552",1,0,0,0,0,0,1,0,0,0,"real"
"691968","532730259519438848",1,1,1,1,1,0,1,0,1,0,"real"
"754792","542508354736631811",0,0,0,0,0,0,0,0,0,1,"real"
"1248826","583398649750618112",1,0,0,0,0,0,1,0,1,1,"real"
"327072","440347746323554305",3,1,1,1,1,0,3,1,1,1,"real"
"126387","280762650881830913",0,0,0,0,0,0,1,0,0,0,"real"
"757948","542916750002503680",0,1,0,0,0,0,1,0,1,0,"real"
"1192131","580846911915192321",0,0,0,0,0,0,1,0,0,1,"real"
"138940","298812904172552192",0,0,1,0,0,0,0,0,0,0,"real"
"269049","413258320812580864",0,0,1,0,0,0,0,0,0,0,"real"
"1333533","587146655385915392",0,0,0,0,0,4,0,0,0,0,"real"
"422347","473196015147708416",0,0,1,1,1,0,0,0,0,0,"real"
"35212","287618605150007296",0,0,0,0,1,1,0,0,0,0,"fake"
"191928","356114454506774528",0,1,2,1,0,0,0,0,0,1,"real"
"449160","480694020109123585",0,0,1,0,0,1,2,0,2,0,"real"
"446448","479833903298252800",0,1,2,1,0,0,1,1,0,0,"real"
"797883","548643961041338368",1,0,0,0,0,0,1,0,1,1,"real"
"744055","541021350282817536",0,0,1,0,1,0,0,1,0,0,"real"
"1177426","580113932179804160",0,0,0,0,0,0,1,0,0,0,"real"
"400099","465919827010265088",0,1,1,1,1,0,0,1,0,0,"real"
"873951","557731292033601540",0,1,1,1,0,0,1,0,1,0,"real"
"1490722","592796767084814336",2,1,0,1,1,0,2,1,2,0,"real"
"767979","544397281328627713",0,1,2,0,1,0,0,1,0,0,"real"
"396983","464884753880346624",1,0,0,0,0,0,1,0,1,0,"real"
"1043041","571863442820210689",0,0,2,1,1,0,0,0,0,0,"real"
"563627","509140188527067136",0,1,1,1,0,0,0,0,0,0,"real"
"1208620","581556443675004928",1,0,0,0,0,0,2,0,1,0,"real"
"486065","490872444090347522",0,0,1,0,1,0,0,1,0,0,"real"
"1003653","569241530013065217",1,0,0,0,0,0,0,0,0,0,"real"
"361989","453539902848638977",0,0,0,1,0,0,1,0,1,0,"real"
"1542358","85881647672725504",3,0,0,2,0,0,4,0,3,2,"real"
"47512","311961236839477248",1,0,0,0,0,0,2,0,2,1,"fake"
"885009","558882564321345536",0,0,0,0,0,0,1,0,0,0,"real"
"1035216","571294533608034304",0,1,1,0,0,0,1,0,1,0,"real"
"642340","523735456488235008",0,0,0,0,0,0,1,0,0,0,"real"
"1046584","572130099698409472",0,0,1,0,1,0,0,1,0,0,"real"
"430229","475366714788827136",0,0,0,1,0,0,1,0,1,0,"real"
"183658","348509167465664512",0,0,0,0,0,0,2,0,0,0,"real"
"2329","3420747875749888",1,0,0,0,0,0,0,0,0,0,"fake"
"1264084","584097186385768449",1,0,0,0,0,0,1,0,1,0,"real"
"1269481","584374965375520769",1,0,0,0,0,0,1,0,0,0,"real"
"816028","551002662989078528",1,1,1,1,1,1,1,1,1,1,"real"
"1108672","576113211373535232",2,1,3,1,0,0,1,1,0,1,"real"
"795987","548323866960228352",1,0,0,0,0,0,0,0,0,0,"real"
"1380289","588910456527462400",0,1,1,0,0,0,0,0,0,1,"real"
"501424","494884290463666177",0,0,0,0,0,0,1,0,0,0,"real"
"943296","564266486332522496",0,1,1,2,1,0,1,1,0,0,"real"
"1296687","585567318983503872",1,0,1,0,1,1,2,0,1,0,"real"
"1141115","578068770637266944",0,0,0,0,0,0,1,0,0,0,"real"
"1124449","577151966041636864",1,1,0,0,0,0,1,0,1,1,"real"
"665469","527964532166385664",0,0,1,0,0,0,0,0,0,0,"real"
"281974","419984749537415168",0,1,1,1,1,0,0,0,0,0,"real"
"246047","398900670759071744",0,0,1,0,1,0,0,1,0,0,"real"
"727001","538434902807416832",0,1,1,0,1,0,0,0,0,0,"real"
"245865","398773086398320641",0,0,0,0,0,0,2,0,0,0,"real"
"971490","566566110820962305",0,0,2,1,0,0,0,1,0,0,"real"
"265842","411388364433395712",1,0,0,0,0,0,1,0,1,1,"real"
"768795","544547103616565248",1,0,0,0,0,0,0,0,0,0,"real"
"1075357","573941137045463040",0,0,0,0,0,0,1,0,0,0,"real"
"812380","550541588837830658",1,1,1,1,0,0,1,0,0,0,"real"
"852624","555252424873484290",0,0,0,1,0,0,1,0,1,0,"real"
"238326","393774795718152192",0,0,1,0,0,0,1,1,1,0,"real"
"1052644","572544075322281985",0,0,0,0,0,0,1,0,0,0,"real"
"265022","410971998018207744",1,0,0,0,0,0,1,0,0,3,"real"
"392298","463450390336245760",1,0,0,0,0,0,1,0,1,1,"real"
"1039601","571566068226867200",0,0,1,0,0,0,0,0,0,1,"real"
"1056940","572821516385173504",1,0,0,0,0,0,1,0,1,0,"real"
"479865","489148022240985088",1,2,3,3,0,0,1,0,0,2,"real"
"955203","565245532697014273",0,0,1,0,0,0,0,1,0,0,"real"
"388698","462250137499082752",0,1,1,1,0,0,0,0,0,2,"real"
"699759","534167126773223424",1,0,0,0,0,0,0,0,0,0,"real"
"173907","339389124836470785",1,0,0,0,0,1,2,0,2,3,"real"
"1406871","589954248542007296",0,1,1,1,1,0,1,1,0,0,"real"
"94688","220722625138278401",1,1,0,0,0,0,0,0,0,1,"real"
"565050","509398557942902784",0,0,1,0,0,0,0,0,0,0,"real"
"758741","543066063899217920",1,0,0,0,0,0,0,0,0,1,"real"
"1434383","590932469987151872",1,0,0,0,0,0,2,0,2,1,"real"
"519520","499467464745316352",0,1,0,0,0,0,0,0,0,0,"real"
"352817","450269638837166081",0,0,0,0,0,1,1,0,1,1,"real"
"504447","495614185917513728",1,0,0,0,0,0,2,0,2,0,"real"
"878893","558251120548917248",2,0,0,0,0,0,1,0,0,1,"real"
"1380717","588924635451789313",1,0,0,0,0,0,1,0,1,0,"real"
"1260779","583943098423619584",1,1,3,0,0,0,1,0,0,1,"real"
"1082044","574412803018264576",0,0,0,0,0,0,1,0,0,0,"real"
"1084393","574584299371941891",1,0,0,0,0,0,1,0,1,1,"real"
"1142591","578179358550069248",1,0,1,2,0,1,0,0,0,1,"real"
"1105476","575894809988083712",1,0,0,0,0,0,2,0,0,1,"real"
"30852","271895300225003520",1,0,0,0,0,1,1,0,1,1,"fake"
"731877","53923335461023744",1,1,1,0,1,0,1,1,1,1,"real"
"1096952","575369164740820992",0,0,0,1,0,1,0,0,0,0,"real"
"37241","296780733282938880",0,1,1,0,1,0,1,0,0,0,"fake"
"215238","375895102805528576",1,2,1,1,1,0,2,0,0,2,"real"
"1414438","590238610072309760",0,0,1,0,0,0,0,1,0,0,"real"
"402655","466747792514236417",2,0,0,0,0,0,2,0,0,0,"real"
"743449","540938657465516032",1,0,1,1,0,0,1,0,1,1,"real"
"364362","454341834467069953",0,0,1,0,1,0,2,1,0,0,"real"
"91047","211650240925794305",0,0,0,0,0,0,1,0,1,1,"real"
"299907","428794291582803968",1,0,0,0,0,0,2,0,1,1,"real"
"1354429","587984646673080320",1,0,0,0,0,0,1,0,1,0,"real"
"18116","235446632831938560",1,0,0,0,0,0,1,0,1,0,"fake"
"1249840","583440689310146560",0,0,1,1,1,1,1,1,0,0,"real"
"1271770","584461073132232704",1,0,0,0,0,0,0,0,0,0,"real"
"599312","515609670581780480",1,0,0,0,0,0,1,0,0,0,"real"
"1213365","581817886827618304",0,1,1,1,1,0,0,0,0,0,"real"
"18612","238836479156187136",1,0,0,0,0,0,0,0,0,0,"fake"
"88829","205147382126612480",1,0,1,0,0,0,2,0,1,0,"real"
"1261870","584004633582034944",0,0,2,0,2,0,0,0,0,0,"real"
"869581","557288999048728579",0,0,1,1,1,0,0,1,0,0,"real"
"516228","498755993434456065",0,1,1,1,1,0,0,1,0,0,"real"
"708263","535595688944340992",1,0,0,0,0,0,1,0,1,0,"real"
"85597","195903450243018752",0,0,1,0,0,0,3,0,1,1,"real"
"484114","490279398507937792",0,0,1,1,0,1,1,0,1,1,"real"
"490912","492092269311574016",1,0,0,0,0,0,0,0,0,0,"real"
"1015218","570019753751814144",1,0,0,0,0,0,1,0,1,0,"real"
"132506","289822293385965569",1,0,0,0,1,1,1,0,1,1,"real"
"1012810","569869803705405441",0,0,0,0,0,0,1,0,0,0,"real"
"18892","240019048690225152",0,0,0,0,0,0,1,0,0,1,"fake"
"302488","430049719759671296",0,0,1,0,0,0,0,0,0,1,"real"
"1473104","592212916100673536",0,0,1,0,0,0,0,0,0,0,"real"
"250445","401733480800714752",1,0,0,0,0,1,2,0,1,1,"real"
"548309","505848255960190976",0,0,0,0,0,0,0,0,0,2,"real"
"518917","499348531321139200",1,0,0,0,0,0,1,0,0,0,"real"
"279135","418608641197895681",0,1,1,1,1,1,0,1,0,0,"real"
"196298","359798797099999232",0,0,1,1,0,0,0,1,0,0,"real"
"865425","556868207072391168",2,0,1,0,1,1,2,1,1,1,"real"
"547383","505625240324427776",0,0,1,1,1,0,0,1,0,0,"real"
"861054","556257471506161665",1,0,0,0,0,0,1,0,0,0,"real"
"799213","548857252598534144",1,0,0,0,0,1,1,0,1,0,"real"
"1404859","589890262257836032",2,0,0,0,0,1,2,1,2,1,"real"
"1538898","72137009027760128",1,0,0,0,0,0,0,0,0,1,"real"
"1315463","586354817926180864",2,0,1,1,1,0,2,1,0,0,"real"
"1429361","590736869786263554",0,0,0,0,0,0,1,0,0,0,"real"
"1270764","584426838119710720",2,0,0,0,0,0,3,0,1,0,"real"
"830916","552819507337510912",0,1,1,1,1,0,0,0,0,0,"real"
"1414497","590240800723767298",0,1,1,1,1,0,0,1,0,0,"real"
"475079","487815498482978817",0,0,0,0,0,0,2,0,1,0,"real"
"357814","451921449499230208",1,0,0,0,0,0,0,0,0,0,"real"
"116695","26498743910014976",0,0,0,0,0,0,1,0,0,0,"real"
